backend,benchmark,qubits,layers,run_index,warmup,wall_ms,cpu_s,state_size
lightning.gpu,grover_proxy,20,,2,False,21.82931900006224,0.01965036600000758,1048576
lightning.gpu,grover_proxy,20,,3,False,23.51470000030531,0.020839801999997576,1048576
lightning.gpu,grover_proxy,24,,0,True,263.91440499992314,0.26039928899999154,16777216
lightning.gpu,grover_proxy,24,,1,False,350.54867600047146,0.34931544700000927,16777216
lightning.gpu,grover_proxy,24,,2,False,253.1974949997675,0.25113077000000317,16777216
lightning.gpu,grover_proxy,24,,3,False,252.8668459999608,0.2510001879999919,16777216
lightning.gpu,grover_proxy,26,,0,True,1034.0638939997007,1.0285131540000094,67108864
lightning.gpu,grover_proxy,26,,1,False,1034.6043170002304,1.0336068750000038,67108864
lightning.gpu,grover_proxy,26,,2,False,1000.7143880002332,0.9995113809999907,67108864
lightning.gpu,grover_proxy,26,,3,False,1033.3384690002276,1.0256201669999996,67108864
lightning.gpu,grover_proxy,28,,0,True,5071.683533999931,5.039914096999993,268435456
lightning.gpu,grover_proxy,28,,1,False,4597.783041000184,4.582472190000004,268435456
lightning.gpu,grover_proxy,28,,2,False,4650.785820000237,4.634141475999996,268435456
lightning.gpu,grover_proxy,28,,3,False,4375.518812000337,4.370846729999997,268435456
lightning.gpu,phase_estimation,15,,0,True,13.532289000067976,0.011216102999995314,32768
lightning.gpu,phase_estimation,15,,1,False,10.28935799968167,0.009028229999998416,32768
lightning.gpu,phase_estimation,15,,2,False,10.900693000621686,0.009403659000000175,32768
lightning.gpu,phase_estimation,15,,3,False,9.87053599965293,0.008532320000000482,32768
lightning.gpu,phase_estimation,20,,0,True,34.91396099980193,0.03237622200001056,1048576
lightning.gpu,phase_estimation,20,,1,False,31.4933560002828,0.03037909900000102,1048576
lightning.gpu,phase_estimation,20,,2,False,31.63757299989811,0.030158875999987345,1048576
lightning.gpu,phase_estimation,20,,3,False,30.945316999350325,0.029410162999994327,1048576
lightning.gpu,phase_estimation,24,,0,True,347.72365400021954,0.3448718599999978,16777216
lightning.gpu,phase_estimation,24,,1,False,334.68222200008313,0.3332792810000029,16777216
lightning.gpu,phase_estimation,24,,2,False,409.8996199991234,0.40822036800000205,16777216
lightning.gpu,phase_estimation,24,,3,False,340.2989099995466,0.33882046299999047,16777216
lightning.gpu,phase_estimation,26,,0,True,1470.078733000264,1.4653818799999954,67108864
lightning.gpu,phase_estimation,26,,1,False,1455.3437989998201,1.4542565420000102,67108864
lightning.gpu,phase_estimation,26,,2,False,1432.5715360000686,1.4197057100000023,67108864
lightning.gpu,phase_estimation,26,,3,False,1422.4105729999792,1.421402869000005,67108864
lightning.gpu,phase_estimation,28,,0,True,8150.93502199943,8.129295575,268435456
lightning.gpu,phase_estimation,28,,1,False,6935.4189830000905,6.925486572999986,268435456
lightning.gpu,phase_estimation,28,,2,False,8166.427737000049,8.13321393000001,268435456
lightning.gpu,phase_estimation,28,,3,False,7957.890418999341,7.92362404299999,268435456
lightning.gpu,tfim_trotter,15,,0,True,35.026777999519254,0.0326271449999922,32768
lightning.gpu,tfim_trotter,15,,1,False,32.643210999594885,0.030059632999979158,32768
lightning.gpu,tfim_trotter,15,,2,False,33.18907099946955,0.031592408999983945,32768
lightning.gpu,tfim_trotter,15,,3,False,33.51732600003743,0.031079392999998845,32768
lightning.gpu,tfim_trotter,20,,0,True,161.4652380003463,0.15860966699997903,1048576
lightning.gpu,tfim_trotter,20,,1,False,147.73221499945066,0.1463088339999956,1048576
lightning.gpu,tfim_trotter,20,,2,False,116.05696700007684,0.11478814499997725,1048576
lightning.gpu,tfim_trotter,20,,3,False,112.89030199986883,0.11164429199999404,1048576
lightning.gpu,tfim_trotter,24,,0,True,1543.2673380000779,1.5365725960000134,16777216
lightning.gpu,tfim_trotter,24,,1,False,1503.1641460000174,1.4961789069999725,16777216
lightning.gpu,tfim_trotter,24,,2,False,1460.57238100002,1.456895989000003,16777216
lightning.gpu,tfim_trotter,24,,3,False,1497.5925110002208,1.489969110000004,16777216
lightning.gpu,tfim_trotter,26,,0,True,6402.599764000115,6.3682983829999955,67108864
lightning.gpu,tfim_trotter,26,,1,False,6240.239235999979,6.224651327999993,67108864
lightning.gpu,tfim_trotter,26,,2,False,6288.0085560000225,6.274338139999998,67108864
lightning.gpu,tfim_trotter,26,,3,False,6304.4491189994005,6.302448072999994,67108864
lightning.gpu,tfim_trotter,28,,0,True,26509.71274800031,26.493611519000012,268435456
lightning.gpu,tfim_trotter,28,,1,False,26700.387404999674,26.69197640499999,268435456
lightning.gpu,tfim_trotter,28,,2,False,26229.510172999653,26.17755311900001,268435456
lightning.gpu,tfim_trotter,28,,3,False,26106.79117499967,26.063090455000008,268435456
